artist,text
pearl_jam,"i was seeing visions and cracks along the walls
ignored all my rounds
and it seems so simple now
i'm in hiding yeah
i surfaced and all of my being was enlightened
but nothing's sound
nothing's sound
i swallow my words to keep from lying
i was diving
i swallowed my face just to keep from biting
i swallowed my breath and went deep
no way in or out
i turned and walked the hallway and pulled the curtains down
i'm in hiding
no longer overwhelmed
i knelt and emptied the mouth of every plug around
it's funny when things change so much it's all state of mind
they were upside down
i swallow my face just to keep from biting"
pearl_jam,"i don't wanna stay   drawn out verse
i wanna leave it again
i wanna leave it again   yeah
i wear
not a boxer or a bag  
can you seem 
out on the porch
yeah but they don't wave
i don't wanna stay
i know what
on a weekend wanna wish it all away yeah 
and they called and
i see them round the front way  yeah
and
i don't where there's a box or a bag 
can u see them 
out on the porch
yeah but they don't wave
i said that i want what i said
and then i call out again
and the reason oughta leave her calm
on a porch a letter sat
i don't wanna   even more drawn out
i don't wanna stay 
oh don't wanna   at 
all   this word is very drawn out
i don't know there's something else
i don't wanna stay   at all
i saw her on a beach of weathered sand
i'm gonna say
i see them round the front way yeah  
and
anna called my runaway"
pearl_jam,"is just the kind of things of the doubt
oh hold me hold me hold me in my sleep
ooh  ooh  ooh  ooh
i'm talking about
all our children in there doing something swell
spread out what begins my hell there's nothing left in our way
give me give me what
oh give me oh hold me oh treat me for today
hold me hold me hold me in my sleep
i really need
give me give me give me what"
pearl_jam,"you don't need to run and hide away
this is my choice this is my voice
i love you anyway
there may be no tomorrow now
this is my day to be free
you're gonna run and hide away
in a world that's never safe
you don't have to run and hide away
this is my hope in an alleyway
you gotta let me run away
it's okay it's okay
oh now let me run away
this is my time this is my way
this is my plea this is my need
this is my life this is my chance"
pearl_jam,"oh we all believe we all believe it
i'm through with screaming
controls that keeps us in a box of fear
we all believe we all believe it
whatever the notion we lace in our prayers the man upstairs is used to all of this noise
we're faithfull
and everything is you
like echoes
what's a boy to do
i will be too faithful to you
nobody hears it goes it goes it goes like this
it's rare to come upon a bridge that has not been around or been stepped on
we're faithful
just be a darling and
me you you me it's all related
we never listen
you are you are you are a furry thing
voice inside so drowned out
so faithful"
pearl_jam,"i'll just lie alone and wait for the dream
i walked the line
so much it don't show
been a month since
oh stare back at me yeah
when you held my hand that night
i've heard myself talk
if just once
picture a coffin in the middle of the sea
i'm not ugly and you're lookin' at me
oh could i've seen him
all the advantage this life's got on me
never let's me be right oh
i could feel loved
i got memories
i could even ask
i paid the price never held you in real life
got all these questions don't know who
when you held me close at night
when you held me in that night"
soundgarden,"i'll be chasing your shadow
i felt that
when you were gone
i'm blessed
i'm gone until
let me rest on my pillow
i would never miss you
i had never lived here
there is no better place that
i thought that
and dream of those moments so few
nowhere but you
i'm within you
i've been to"
perfect_circle,"they're one in the same
i must isolate you
isolate and save you from yourself
i'll be the one to protect you from a will to survive and a voice of reason
i'll be the one to protect you from your enemies and your choices son
go to sleep  x14
safe from pain and truth and choice and other poison devils
count the bodies like sheep
see they don't give a fuck about you like
to the rhythm of the war drums
counting bodies like sheep
go back to sleep"
soundgarden,"a cowboy star upon the screen
to answer to me
you buy for
so maybe now the
i want to write
will bow and kiss my ring
the magazines the housewives read
the magazine the housewives read
i want to drive
the father of the ethnic child
i want to be
my cowboy car across the scene
oh yeah and
i want all the leaders
in control of everything
who stars on"
pearl_jam,"i've got to be good so
i held her close
i found the love that i
i leave this
i can see my baby when i
i leave this world
leave this world
me she's gone to heaven so
to heaven so
i can see my baby when
night the screamin tires the bustin glass the painful scream that
i had missed
i found my baby that night
the road straight ahead a car was stalled the engine was dead
i kissed her our last kiss
something warm flowing through my eyes but somehow
i lifted her head she looked at me and said hold me darling just a little"
pearl_jam,"while the slaves are working
and they're farming babies
from the mouths of decadents
the blood is on the table
the fire is cooking
when my cup's already overfilled
and their mouths are choking
i can't feed on the powerless
but it's on the table
i'm growing hungry"
pearl_jam,"would make me feel alright deep inside feel alright
this ain't the summer of love
all the warmth in her heart can't keep my blood from running cold
i wouldn't mind if you swallowed my pride
pride comes before a fall
make me feel alright deep inside feel alright
i could tell this little girl's going to
there ain't no angels above
i fell for her looks now
i tried to tell her a hundred times this little girl didn't understand at all
i just wanna go for the throat
there's something you got to see if you know we're headed for war this country's prouder than ever before yes there's a spirit in the air we're more
this ain't the
i just smiled 'cause
ain't no angels above
american than anywhere
keep my blood from running cold
things ain't what they used to be"
pearl_jam,"could it be
and live a lie
and that somehow
waiting on a word that never comes
all lost and long gone now
i'm wide awake and reaching out
i'll survive
waiting on a sun that just don't come
i get me some it gets the best of me
it's hard to remember anything moving at the speed of sound
but this night has been a long one
i'm farther out
i could give it one more try
is that you or just my thoughts
moving with the speed of sound
in that somehow"
audioslave,"on our feet we believe in god
i had a dream of an island in the sea
it seems that we forgot
i fell into a crowd
i had to settle down
where no one can hear there cries
where the lepers die
and they carried me to a hole in the ground
where no one survives
and they buried me
i lost my wings and
three steps toward the graveyard
and with one step two steps
on the high road to remembering
where no one can see
and no one would be around
i lost my mind and"
tool,"your eyes tell what you feel inside
inside sleeping my heart beating
understanding not demanding
shouldn't you have said what you meant
you know that you tried to hide it
time heals time congeals around us
couldn't you have said what you meant
endless hours of wasted moments"
soundgarden,"and what you wanted to be yours has made it mine
i'm only faking when
no not tying
hands are for shaking
just when everyday seemed to greet me with a smile
i'm a search light soul they say
i can't see it in the night
i've cradled
i've put you down
that this could be my fate
i fell on black days
so don't you lock up something that you wanted to see fly
i get it right
i've fought off became my life
i'm doing time
sunspots have faded"
tool,"still your passenger
maynard take me around again
just like always
drive faster
let the whole world look in who cares who sees what's at night
there to calm me
mirror's sideways
let the whole world look in who cares who sees anything
nice cool seats there to cushion your needs
maynard this time won't you please
go and go and don't just drive me home and back again
don't pull over
i'm your passenger
this time won't you please
these and other lucky witnesses
who cares what's behind
roll these misty windows down to catch my breath and then
i want some more
i'm breathless
take me to the end"
tool,"never gonna live 'till you're 29
never gonna let you gonna live it down
you know that was your patch
stab your fucking back
you aint nothing but a dead hag
stab your back
this is a punk cover only
but there's a brand new kid in town
now that you're 25"
alice_in_chains,"lie and dream some
so fall and crawl away
my conception
my aggression
and brush away loose ground
surprise you guys
is where you stake
time to curl away
this curve on which you grade
all right correction forgetting something
i arrive at eight
or latest craze
i stick around
brush away loose ground"
nine_inch_nails,"you've got something
i've become
and it's hard to tell just where it's coming from
i need kind of dangerous
and it's hard to see what
and it's hard to believe just what
i feel it coming apart well at least
i take it all back some way somehow
hey can we stop
i'm capable of
i define myself by how well
i knew back then what
what you want from me
i know right now
i can win this war by knowing not to fight
i'm not used to this
i'm losing control"
tool,"i'm tired of waiting
maybe it takes longer to catch a total asshole 
but
it's only wrong if you get caught
i should play
i'm tired of waiting 
our course of action
and it doesn't matter what's right
d 
and shoot you myself
i'm very tired of waiting 
kick you 
beat you 
fuck you 
and then shoot you in your fucking head
d
and shoot you myself
someone told me once
that there's a right and wrong 
and that punishment
would come to those
who dare to cross the line 
for jerk offs like you
maybe it's just bullshit and
if consequences dictate
my course of action"
nine_inch_nails,"i've heard
just might be true
and you know me
 well you think you do 
sometimes
i feel complete
and
i cannot stay
the voice inviting me away
just how damaged have
i can overcome
it runs even deeper
with a perfect you
we fit perfectly
and for once in my life
i stayed
on this track
gone too far
and
i stayed
on this track
lost my way
can't come back
i felt something
do you know how far this has gone 
just how damaged have
i can overcome
it runs even deeper
everything that matters is gone
all the hands of hope have withdrawn
could you try to help me hang on 
it runs
i can't turn back
i won't crack
on my way
and
i ran away
it seems everything
i can't come back
i'm on track
on my way
and
i have everything  yet
i become 
when
i still want to ruin it
afraid to look
as clear as day
this plan has long been underway"
tool,"just let the light touch you and let the words spill through
i pull my head out
how pitiful
the moon tells me a secret
as full and bright as
a million light reflections
pass over me
concede and move closer
just let them pass right through bringing out our hope and reason 
before we pine away pine away
before we pine away pine away
before we piiiiiine away
i pine awaaaay   
pine away 
before
i may find peace within the emptiness
i pray the light lifts me out
 before
i may find comfort here
it's calling meee
i must crucify the ego before it's far too late
without her we are lifeless satellites driiiiiifting
i am without one doubt
and you will come to find that we are all one mind
my confidant
she resuscitates the hopeless
it's calling meeeeee
beneath my self indulgent pitiful hole
i am this light is not my own
don't want to peer down here serving my narcissism
i pine awaaaaaaaay
capable of all that's imagined and all conceivable
to leave behind this place so negative and blind and cynical
it's source is bright and endless"
alice_in_chains,"i don't need you
i just can't put you down
your maker  mine
it's slower reduction is addictive too
i can see what it all means to me
every time you lie it's all the same
i can see what the cost will be
shoot me dead before
personality overview
everything you buy is for the jingle
body over  mind
put you down down down gon put you down
i may be through
and if you need a rhyme to kill the singer
it's slower  reduction is addictive too"
pearl_jam,"i´m in
say to me  love will find a way 
gather ´round all you clowns
let me hear you say
i can see them laugh at me
and
i can´t go on
feeling two foot small
each and every day
in the state
hearing them seeing them
i hear what they say
i can never win"
soundgarden,"so when you coming home
shine a light home
smokestack lightning
when you coming home
shining like gold
wheels go driving slow
tell me baby
treats me like a clown
trucks me out of town"
pearl_jam,"are you drying up
got some if you need it
again everybody carry on carrying on
come on let's go yeah
are you a puddle full of detriment oh
let's everybody get it on get it on
are you dropping bombs
where you gone
set it off before it's gone
let's everybody carry on carry on
what's wrong
turn it up set it off before we're gone
are you a big drop
are you getting out
a rock song
every time you can try but can't turn on
i got some if you need it
let me know
have you heard of diplomatic resolve yeah
are you falling down
are you on the rise"
pearl_jam,"country in your eyes
but can you still recall
deep and wide
tried to hide
break on through to the other side yeah
break on through
yeah yeah yeah yeah
eyes that lie
the time we cried
tried to run
yeah yeah yeah yeah yeah
week to week
night divides the day
arms that chain us
everybody loves my baby
dug our treasures there
hour to hour
the gate is straight
break on through to the other side
break on through oww
she get high"
soundgarden,"i tried and
i tried to cry away
these tears to remember
these tears to forget
these tears
i scream from life
its love and its beauty"
pearl_jam,"it's a crown of thorns
it's the kind that moves on
a bad moon's a comin'
better say your prayers
she'd have to tie me to the ceiling
i'm turnin over honey
i wanna tell you that
and if you make it death well then rest
your soul away
say he who rides a pony must someday fall
says life is what you make it
like a crown of thorns
i been talkin' to my alter
i owe the man some money
so
it's the kind that
now you're a substitute teacher
so don't burn your bridges cause
someday yeah
it's the kind that leaves you alone
glory is once again doin' time
it's the kind that leaves me alone
it's the kind and leaves me alone
away away yeah
but does it really matter
again again again
this bottle's not a prayer not a prayer in sight
it's all who you know
this is my kinda love
i just can't stand to see you dragging down"
soundgarden,"the perfect thing to say
the ugly truth for everyone to hear
i was not the only one alive
i wanted to believe
i did not wanna fight
my mood was in full swing
free to watch the hail
i wanted to be free
i did not want to hear
dying to squeeze out
i did not wanna kill
i wanted to be real"
soundgarden,"like babies on display
i must be pure and true
there must be something else
i'll be here for good
there must be something good
far away far away from here
the smoke is in our eyes
no staring at the clouds
like angels in a cage
i must contain my views
i must stay on the ground
i must be tame and cool
in clusters of the mice"
pearl_jam,"can't buy what
i would rather starve than eat your bread
take my hand not my picture
oh to live and die let it be done
i lie alone just like before
a push me and
never would have known of me before
i don't want to wait for them to walk
i will resist
i would rather starve than eat your breast
i'll end up alone like
can't let you roam inside my head
i take your entrance back
this behavior's not unique
i'm already cut up and half dead
i would rather run but
i'll pay it off in blood let
all the things that others want for me
can't be what you want because
i can't walk
they can buy but can't put on my clothes
i'll be damned
all alone like
spilled my teacher
i want because it's free"
tool,"half a pound butter
sim sala bim bamba sala do saladim
bake at 200 degrees for 15 minutes
s
  and no eggs
one quarter teaspoon salt
roll in the powdered sugar and say the
form eyeball size pieces from the dough
half a pound flour
150 g ground nuts
one knifetip
place on a greased baking pan and
add the ground nuts and knead the dough
one teaspoon vanilla sugar
a little extra powdered sugar
  and no eggs
turkish hash"
pearl_jam,"there getting tired  getting tired
oh leaving here now
been a while
the way that we treat em is a cryin shame
before these women they all have gone
fly by plane  fly by plane
girls leaving this town cuse they don't treat em right a
there leaving here  leavin' here
there leaving here yeah yeah yeah
sick and tired  sick and tired
i'll take a train  take a train
them leaving this town in a matter of days
seen fellas runnin arround with someone new
please don't leave here
baby baby baby
leaving here
getting sick and tired  sick and tired
i'll tell you fellas yea it won't be long
oh leaving here yeah yeah yeah leaving here
leaving leaving
the women in this town are being missused
girl is good you better treat em true
i seen it all in my dreams last night
oh leaving here  leavin' here"
pearl_jam,"christmas
bye slayer happy new year
that was ment to blow up your speakers
this is my it's actually the devil in santa clauses suit after all if you switch the letters around in santa it speels satin
you gotta switch em around and change a couple of them
i just saw that last night on the news you know those little
christmas
and we're very happy right now cause we're on tour with the chilli peppers
and that's them playing in the background and a happy new year
and god bless everyone everywhere
that was mike he's tiny
i didn't have a drink
anyway we all thought we'd wish you a merry
i am the chief who undress in a green prom dress
he's not a quiet percussion one he's the new not quiet hard hitting one
i'm not the grinch cuse
see ya
being paied right now
bye merry
tim now
and this is eddie saying i'm a rhino and my skin is two feet thick
so we'll leave you with this song and thank you again bye
se you merry
christmas
merry christman woo no cheep ones
happy happyness is good
yes we like that
happy  x7  is good
you think the slayer tour is out or what
the slayer tours not happpering this year
we should probley rap this up cuse"
pearl_jam,"cut the crease and put the shit in the whole yeah
i smile big with a toothless grin yeah
i don't need you to live to ever let you go yeah
i caught the rhythm but the clock was slow yeh
i don't need you to live but
i caught the rhythm but the clock was slow yet
supersonic truth be told
i wanna live my life with the volume full yeah
i'm awake dreamin' keep it on keeping on
i wanna live my life with the volume full
i stopped the rhythm but my clock was full yeah
i need to hear it need to feel it loud yeah
i need to hear need to feel it loud yeh
i have been told yeh
i catch a break then a punch to the head
i'm more like the fold
i'm not the paper
nothin' 'bout nothin' or so
i'll never let you go"
tool,"mmm vital's are stable
how are you today  echo
more of a situation
if you have a moment
we want to help you whatever way we can
tell me everything
your in a safe place
that is the problem
nothing on his physical turned up  not sure about this one
hmm not much here is there
a gentleman comes in at three
what's the problem
a moment what's the crisis
and he won't speak to anyone
well then let's say hello
maybe we can speak to them
but we need to talk to you
now what's happened
you got the chart
let's get some background on this guy
we can't help you otherwise
someone drop him off
how are you today
we're not sure"
alice_in_chains,"laughs at me inside
masks are made to hide the glow
your soul served on a plate
it takes you every day
what you give is not alive
shining eyes
all the time
throw it away
you can feel the fire around us
distance 'tween us grows
feeding lies"
pearl_jam,"oh she won't feed him after he's flown away
and he who forgets will be destined to remember
empty stares from each corner of a shared prison cell
isn't it something nothingman
one just escapes one's left inside the well
oh into the sun
one day she stiffened
yea into the sun
coulda' been something nothingman
oh ohh  ohh
future's above but in the past he's slow and sinking
caught a bolt of lightning
took the other side
cursed the day he let it go
walks on his own with thoughts he can't help thinking
some words when spoken can't be taken back
burn ah burn burn"
tool,"there's nothing baby
chedder bone chops you real fine fine fine
no carnegie steal
i don't feel like no heel
i'm born to kill
don't tread on my toes and don't skivvy my back
this is a punk cover only
with that crime
born to kill
when born to kill
beat a lot a lot of crime away
i can't take
well take a chance honey you can be mine
i'm gonna make your body ache"
soundgarden,"it wouldn't pain me more to bury you rich
i swear to you that
and would it pay you more to walk on water
arms held out
arms held out like you've been carrying a load
i would never feed you pain
than to wear a crown of thorns
and you stare at me
i need to be saved
i'm driving the nails
but you're staring at me like
and you swear to me you don't want to be my slave
christ pose
than to bury you poor"
pearl_jam,"with no power
this is not for you  x3
oh never wasy for you
naive and true
nothing to do
i can't make room
oh where did they come from
got so crowded
oh can't escape from the common rule  if you hate something don't you do it too
i still remember
my friends call me
oh never was for you
hits the truth
why don't you
and you dare say it belongs to you
stormed my room"
pearl_jam,"there's something you got to see
if you know we're headed for war
i could tell
make me feel alright
this country's prouder than ever before
i tried to tell her a hundred times
this little girl's going to hell
if you swallowed my pride
would make me feel alright
can't keep my blood from running cold
keep my blood from running cold
things ain't what they used to be
yes there's a spirit in the air
this ain't the summer of love
pride comes before a fall
there ain't no angels above
i just wanna go for the throat
ain't no angels above
this little girl didn't understand at all
i fell for her looks
deep inside feel alright
i just smiled 'cause
american than anywhere"
pearl_jam,"i will get by   3
survive   3
i'll survive   4
i will survive
i believe in a better world for me and you  
 2"
soundgarden,"that the tires only flat on the bottom
the straw that broke the camels back
my daddy spilled his cup in the river
i looked outside my window
but that guy wound up dead
and there is going to be a july snow
when his girlfriends daddy shot him
i was nailed down to the floor
show me the go
and that was enough to break the dam"
nine_inch_nails,"but none of that matters anymore
i can last here
i let you take me from within
i have this head for
we will never be alone
i have finally found my home
i have finally found my place in everything
i don't think
i'm becoming something else
i put you inside of me
thinking is what
i let it get under my skin
i let you pump it in my veins
i am turning into
i can see right through the whole facade"
alice_in_chains,"i worth the value
do my love defile
burning corpsed pyre
melting mirror smile
find someone to tell you
ain't no day the sun don't crack
mother touched and dude ain't here no more
try brand some name across my back so you care
full of sick desire
i don't care no more
sunshine  sweet love my labor
is my soul entire"
pearl_jam,"all the precious moments cannot stay
holding hands are daughters and sons
but still something's missing
cannot stay the long road
all the friends and family
it's not like wings have fallen cannot stay
and their faiths are falling down down down down
and the sky keeps turning grey
the sun won't rise another day
i walk the long road
there's no need to say goodbye say goodbye
i wish for you today
all the memories going round round round
i cannot say yea
and the sun is setting
i have wished for so long
we all walk the long road"
pearl_jam,"talking out of turn drawing circles down
i'd never go there again
looking in drawing circles down
i have a dog
looking up looking all around
not unlike a friend that politely drags you down
making angels in the dirt
it's looking back sees me too clearly and
you down   x3
falling up then south marking ground"
soundgarden,"is the death of you all
don't run to me
i'm the break and the fall
and the wreck of you
while the rest of you harvest the gold
blowing the pieces belong to the wind
while the rest of you harvest the souls
building the towers belongs to the sky
is the break and the fall
i'm the wreck of you
when the whole thing washes away
swallowing rivers belongs to the sea
i won't pretend
lies the wreck of you for the rest of your life
skin of the mothers mouths of the babes
heroes in stretches inch to the site
when the whole thing blows away
i'm the death of you all
two eyes two suns too heavenly blinds
don't ask me why
when the whole thing comes crashing down"
pearl_jam,"a scratching voice all alone is nothing like your baritone
ease a little out
who's kidding
occupations overthrown
and all these words alone is nothing like your poem
don't feel like methadone
and all that he frees
the little that he needs
a chip off the corner stone
is nothing he concedes
something maybe two tone
it's nothing as it seems
whisper through a megaphone
anything of his own
a blanket like the ozone
the little that he frees is nothing he believes
putting in and putting in
the little that you see it's home
the little that he sees is nothing he conceives
a little bittersweet
all that he needs
a one way ticket headstone
the little that he sees"
pearl_jam,"how it pains to leave you here
give me something to echo
in my unknown future's ear
i don't think
there's such a thing
behind us in the road
cause friends they come and go
i can no longer tell
i just want to grow old
just don't let me go
cause
i wanted to grow old
the end
comes near
but just the same
this is not me
don't leave me so cold
i'm just a human being
with the kids on your own
what were all those plans we made now
left beside the road
i'm worth your love
but not much longer
i'm buried beneath the stones
i will take the blame
i yell  
whisper in my ear
people change as does everything
having caught a sickness in my bones
looking out from the inside
of the bottom of a well
i just want to hold on"
audioslave,"all you got to do is share the wealth
i see it in your eyes
to see the morning
good luck to yourself
you got to give or you're gonna recieve
you've done everything you planned
you got to live if you wanna believe
so let me make an offer
i'm only trying to help
give it up to your brother
it's time to see
you can make your load
but if you want to live
i know that you can
or you'll get a suprise
oh no don't you keep your
you've got everything you wanted
just a little lighter"
soundgarden,"stretch the marks over my eyes
she's resolved to be
damn the water burn the wine
burn the candles deep inside
i feel the hurt surround me
i'm going to the holy land
make no mistakes
i'm what you make me
i'm going home for the very last time
i'm coming from
so let it go let it go let it go won't you let it
give up to fate you don't have to need me
seal my tomb without my face
please dissolve me
yeah you know where
the feeling starts to sink
stretch the skin over my head
i'm going to the lonely place
drown me in you drown me in you drown me in you"
tool,"i do not recognize the vessel 
but the eyes seem so familiar
so good to see you
i've known this all along
it said that life is but a dream
why are you running
and you thought that
i've spent so many years in question 
to find
i stick my hand into his shadow
to pull the pieces from the sand
i had run away
chasing a trail of smoke and reason
like phosphorescent desert buttons
singing one familiar song
i thought that you were hiding from me
i've missed you so much
why are you running away
came out to watch you play
i might have been
chasing the tail of dogma
i thought that you were hiding
is this holy crow above me
i attempt to reassemble
to see just who
black as holes within a memory
and blue as our new second sun
so glad it's over"
tool,"kinda smells kinda cool kinda funny anyway
satan satan satan
tried to marry me and every one in the room
it's okay until he pisses on your lighter
he was sort of loving kinda caring 
kinda tried to fuck my lazy boy
now he thinks he's a fire engine
it got a bit messy all over the curtains 
arm chair covers throw pillows and carpeting"
nine_inch_nails,"i'll heal your wounds
a thousand lips a thousand tongues
itches my skin right off of my back
i give to myself
this disease
how does it feel
runs up my arms 'til
i bow my head to confess
i come undone
i want to do terrible things to you
i am so dirty on on the inside
a thousand throats a thousand lungs
all that was true is left behind
no sign of heaven anywhere in sight
i'll set you free
i could see now
a thousand ways to make it true
don't want your dreams you try to sell
the temple walls are made of flesh
i get too tight
i'm on track"
soundgarden,"i love you love you
it's not your fault
i know it hurts
you have a good day
i left for work
it's not my fault"
pearl_jam,"glorified version of a
glorified version of a pellet gun feels so manly when armed
kindred to be an
ooh life comes
i can feel your heart in your neck
i can steal your heart from your neck
ok man 'cause"
tool,"you believed in me
you believed
fell at the hands of
didn't have a life
cause you you pray for me too
a patient in spirit
ends all lies
i wouldn't see
i to say to all these ghouls tonight
alright now it's time for us to let you go
difficult to see with this light
well might of told a lie
a light in your eyes that
without us in your heart
you believed in moments not conceived
but surely saved one
those moments that
she never told a lie
vacant broken
daylight dims leaving cold fluorescence
uncompromise
please forgive this selfish question but
i done to be a son to an angel
i done to be worthy
but never lived one"
pearl_jam,"lot to be said for nowhere
we've disappeared
want to be everywhere there's a
wheel will be turning right then straight
she's out on her own and line high
she's disappeared
side of the road spilled like wine now
off in the sunset she'll ride
she can remember a time denied stood by
fuck it we'll disappear
there's no leaving here"
perfect_circle,"i know that you can hear me
you're better off this way
  you're better off this
why can't you turn and face me
i tell you   show me  show me
you fucking disappoint me
it's your right and your ability
maybe you're better off
from what the doctor tells me
i'll say you're vacant
and maybe you're better off this way
cold and catatonic
i'm sure of your ability
to become my perfect enemy
rise up and show me
someday
go ahead and play dead
i know that you can hear this
people better off this way
i'll say you're vacant
and maybe you're better off this way
my perfect enemy
rise up and show me
i catch a brief reflection
of what you could and might have been
rise up  why can't you /
i just can't believe him
prefer the optimistic  one"
pearl_jam,"the one down here’s wearing thin
blame it all on chemical intercourse
breeding in the thoughts of ten
i was alone and far away
i heard the band start playing
it’s instilled to wanna live
like a ball that’s spinning
as the human tide rolls in
in our insignificance
please forgive our hometown
bombs dropping down
dancing in irreverence
so set up the ten pins
excuses turn to carbon walls
on the lip late take off
perfect lefts come rolling in
thousand fools who fight irrelevance
overhead underground
c 3 let the song protest
in the blood the iron lies"
alice_in_chains,"score at face a ten for slacking
smaller fish so huge the ocean
i'm lacking
scared to face the dyin' nothin'
behind the smile a tongue that's slippin'
it ain't like that anymore
things that cut and burn so often
screamin' sweat and bare feet to the floor
in my mind not forgotten
trying to make the words you can't ignore
buzzards cry when flesh is rippin'
in my eyes what
i'm feelin' sore
sign the deal set in motion
i've waited for
i fight is why
i'd not soften
feel as though a tooth were rotten
i sit think of somethin'
see the cycle"
pearl_jam,"hey hey oh  hey oh oh
i want is to drink please fuckin' leave me alone
i don't give a fuck
got this burnin' desire coming straight from my heart
i want is for you to make love to me
my back is broken my feet are hurtin'
suck you dry  suck  suck you dry  suck you dry
suck me dry  suck this dry
i want is to drink maybe with just one other person
i don't know nothin' at all
i just wanna live life and be dumb and happy like an
i'm a stupid fuck
i'll never be your beast of learning"
alice_in_chains,"before the real you lays to waste
i tried to own you
it would be so easy with a whore
i live for you but
my twisted passion to be your world
take my hand before
lying crying dying to leave
innocence creates my hell
try to understand me little girl
i'm not alive
i still burn
sweet little angel you should have run
i want to peel the skin from your face
still love you"
perfect_circle,"my spirit gets so downhearted sometimes
and where is the harmony
sweet harmony
i walked on
i ask myself
this wicked world
and who are the trusted
is there only pain and hatred and misery
there's one thing
through troubled times
i wanna know
searchin' for light in the darkness of insanity
what's so funny 'bout peace love & understanding
so where are the strong
is all hope lost"
soundgarden,"i know what you're gonna say
 unknown line
i ain't your only friend
that it's okay maybe now
 unknown line
when are you going to understand"
tool,"they make a club
right in two
silly monkeys give them thumbs
baffled and confused
how they survive so misguided is a mystery
plenty in this holy garden silly old monkeys
father blessed them all with reason
monkey killing monkey killing monkey
they forge a blade
fight over life over blood over prayer overhead and light
fight over love over sun over another
h patience and reason
angels on the sideline again
wondering when this tug of war will end
now they're all confused
father give these humans free will
wonders when you're bound to divide it
and this is what they choose 
 and this is what they choose
over pieces of the ground
and beat their brother down
puzzled and amused
eden has enough to go around
and brothers wonder
bound to divide it"
nine_inch_nails,"i will see you there
he flexed his muscles to keep his flock of sheep in line
he made a virus that would kill off all the swine
his perfect kingdom of killing suffering and pain
demands devotion atrocities done in his name
your god is dead and no one cares
drowning in his own hypocrisy
and if there is a hell
i will see you there
burning with your god in humility
will you die for this
i put inside of me
he's got the answers to ease my curiosity
he dreamed up a god and called it
christianity
your god is dead and no one cares
if there is a hell"
soundgarden,"just a speck on the ground
i'm born again
i'm getting all depressed
i'm down sized inside
he loved me like a
i'll keep playing in the sand
i got my father's sense
i look like a man
i'm big like the sky
just as long as
i'll put my hand in flames
a fleck of a seed
i'll keep hanging from your hair
growing like a weed
i'm just a baby who looks like a boy
i feel like an ant
i'll put this all to rest
and my big brother's pants
i was just a kid
the kind mother likes"
perfect_circle,"you raise your sticks and cry and
how did you come
what time is this
to trade the fiddle for the drum
and so once again
johnny my dear friend
can we help you find the peace and the star
i ask you why
and so once again you are fightin' us all
all the good things you are
i ask you please
oh my friend
you are fighting us all
you raise your sticks and cry and we fall
to fear the beating of your drum
i help you find the peace and the star
and so we ask you please
we have all come
to trade the handshake for the fist
and when we ask you why
but we can remember
america my friend
i can remember
like the enemies you've earned
i have turned"
pearl_jam,"free of air and friction
put me in a vacuum
i will swing
feel it rising comatose with no fear of falling
blood on all the pistons
running my transmission
it rising
if it's illegal to be in love 
leave the hatred on the cross
for all eternity
feel it rising comatose with no fear of falling
feel it rising
for all eternity
leave me in my vacuum
free of all conditions"
soundgarden,"long time coming
it seemed to satisfy
many served the few
and long to taste the shame
you longed to taste the shame
it seemed to get me by
give me little bits of more than
that bows down before you
that everybody tries
if it sits upon your tongue or naked in your eyes
it seemed to take me through"
perfect_circle,"i works on the levee mama both night and day
when the levee breaks mama you got to lose
i had a woman she wouldn't do for me
and all these people have no place to stay
if it keeps on rainin' levee's goin' to break
i ain't got nobody keep the water away
oh cryin' won't help you prayin' won't do no good
thinkin' 'bout my baby and my happy home
i's a mean old levee cause me to weep and moan
i works so hard to keep the water away
gonna leave my baby and my happy home
i ain't got nobody to tell my troubles to
well all last night
and the water gonna come in have no place to stay
i'm goin' back to my used to be
now look here mama what am
i sat on the levee and moan"
soundgarden,"trapping it nobody's home
christmas king
santa you're my king
i love you baby"
alice_in_chains,"eat of the apple so young
i've written my own part
i'm crawling back to start
ignorance is spoken
a romance is fallen
i see is unreal"
pearl_jam,"i wanted to get right
hot to the touch
keeping your boots on float with the now
dregs of society
wait for the moment
underbelly beside me rejoice and follow thee
stand and debate
concrete underground cast out everyday
with it with you
out single file nine in a row swear if you must
harder to touch
i'm searching the haystacks water is sunshine
the moment between us the fire is made now
i'm waiting till sundown"
audioslave,"out of your mouth in every word
but you won't get far
i'll be your king
though you call me your number one zero
your nevermind
down in your ego one thing is sure
i will be the bird in your straw
i'll be creeping right up behind
though you tread upon me for no reason at all
i will keep you in the corner of my eye
i'll be your pawn
i will keep you
i will keep you in the corner of my eye
corner of my eye
be the little bird in your straw and sing you a song
out of your sleep out of your sight
if
i need to if
i will be creeping right up behind
cause baby if
i will builid a pedestal and put you upon it
i will be the dog at your feet
and come along when you call
i'll be there to take the fall
but just when you think you've left me blind"
